"(709, 439)",->,"(592,)",0.6222222222222222
"(709, 374)",->,"(592,)",0.6058394160583942
"(571, 996)",->,"(709,)",0.6164383561643836
"(656, 571)",->,"(709,)",0.6176470588235294
"(432, 472)",->,"(592,)",0.648854961832061
"(800, 472)",->,"(592,)",0.6842105263157895
"(709, 471)",->,"(592,)",0.6180555555555556
"(903, 127)",->,"(592,)",0.6370370370370371
"(994, 238)",->,"(592,)",0.6060606060606061
"(994, 709)",->,"(592,)",0.6081871345029239
"(800, 994)",->,"(592,)",0.6060606060606061
"(988, 38)",->,"(709,)",0.640625
"(571, 988)",->,"(709,)",0.6410256410256411
"(132, 360)",->,"(592,)",0.6356589147286822
"(707, 360)",->,"(592,)",0.6212121212121212
"(800, 360)",->,"(592,)",0.6058394160583942
"(800, 222)",->,"(592,)",0.6052631578947368
"(132, 764)",->,"(592,)",0.6230769230769231
"(601, 87)",->,"(592,)",0.6106870229007634
"(800, 87)",->,"(592,)",0.647887323943662
"(545, 132)",->,"(592,)",0.6153846153846154
"(601, 132)",->,"(592,)",0.6884057971014492
"(601, 707)",->,"(592,)",0.6323529411764706
"(601, 800)",->,"(592,)",0.6090225563909775
"(601, 827)",->,"(592,)",0.6231884057971014
"(827, 132)",->,"(592,)",0.6598639455782312
"(827, 238)",->,"(592,)",0.6214285714285714
"(800, 827)",->,"(592,)",0.6370370370370371
"(132, 238)",->,"(592,)",0.6293706293706294
"(800, 238)",->,"(592,)",0.624113475177305
"(132, 63)",->,"(592,)",0.6308724832214765
"(132, 127)",->,"(592,)",0.6946564885496184
"(132, 416)",->,"(592,)",0.6013513513513513
"(132, 432)",->,"(592,)",0.6258064516129033
"(553, 132)",->,"(592,)",0.603448275862069
"(800, 132)",->,"(592,)",0.668918918918919
"(38, 127)",->,"(709,)",0.6078431372549019
"(127, 63)",->,"(592,)",0.6326530612244898
"(432, 127)",->,"(592,)",0.6474358974358975
"(571, 127)",->,"(709,)",0.6130952380952381
"(800, 127)",->,"(592,)",0.6643835616438356
"(800, 63)",->,"(592,)",0.6447368421052632
"(800, 38)",->,"(592,)",0.6333333333333333
"(800, 416)",->,"(592,)",0.6111111111111112
"(800, 432)",->,"(592,)",0.6134969325153374
"(553, 800)",->,"(592,)",0.6043956043956044
"(350,)",->,"(592,)",0.7054263565891473
"(520,)",->,"(592,)",0.6119402985074627
"(993,)",->,"(592,)",0.6737588652482269
"(966,)",->,"(592,)",0.6363636363636364
"(89,)",->,"(592,)",0.6689655172413793
"(86,)",->,"(592,)",0.6470588235294118
"(950,)",->,"(592,)",0.6089743589743589
"(624,)",->,"(592,)",0.63125
"(495,)",->,"(592,)",0.6211180124223602
"(578,)",->,"(592,)",0.6604938271604939
"(877,)",->,"(592,)",0.6073619631901841
"(732,)",->,"(592,)",0.6024096385542169
"(676,)",->,"(592,)",0.6
"(575,)",->,"(592,)",0.6057142857142858
"(870,)",->,"(592,)",0.6162162162162163
"(828,)",->,"(592,)",0.6470588235294118
"(501,)",->,"(592,)",0.6084656084656085
"(737,)",->,"(592,)",0.6130653266331658
"(613,)",->,"(592,)",0.6244343891402715
"(803,)",->,"(592,)",0.6036036036036037
"(946,)",->,"(592,)",0.6053811659192825
"(43,)",->,"(592,)",0.6071428571428571
"(907,)",->,"(592,)",0.6103896103896104
"(863,)",->,"(592,)",0.6170212765957447
"(456,)",->,"(592,)",0.6170212765957447
"(961,)",->,"(592,)",0.6074380165289256
"(132,)",->,"(592,)",0.6085790884718498
"(800,)",->,"(592,)",0.6020408163265306
